file1,"cod_event_in;id_volcan;est;componente;id_evento_macro;cod_event;id_tecnica;fecha_pick;autor;t_p;t_s;c_p;c_s;inicio;snr;polar;fecha_cr;descripcion;label_event;amplitud;coda;frecuencia
2449;99;FRE;Z;20171214_083646.222 ;FREZ14-12-2017_08:36:40.894;1;2021-07-04 23:27:26.448 ;4Testing;2017-12-14T08:36:46.222Z;2017-12-14T08:36:49.122Z;0;0;0;-39997;c;0002-07-21T00:00:00Z;sin comentario;1;34.605;14-12-2017 8:37;1
2450;99;FRE;Z;20171214_084804.336 ;FREZ14-12-2017_08:47:34.891;1;2021-07-04 23:27:26.449 ;4Testing;2017-12-14T08:48:04.336Z;2017-12-14T08:47:39.792Z;0;0;0;-0.3825;c;0002-07-21T00:00:00Z;sin comentario;1;34.778;14-12-2017 8:47;1
2451;99;FRE;Z;20171214_085543.002 ;FREZ14-12-2017_08:55:39.391;1;2021-07-04 23:27:26.450 ;4Testing;2017-12-14T08:55:43.002Z;2017-12-14T08:55:45.252Z;0;0;0;282776;c;0002-07-21T00:00:00Z;sin comentario;1;49.173;14-12-2017 8:55;1
2452;99;FRE;Z;20171214_085729.455 ;FREZ14-12-2017_08:57:05.039;1;2021-07-04 23:27:26.451 ;4Testing;2017-12-14T08:57:29.455Z;2017-12-14T08:57:11.362Z;0;0;0;-0.13036;c;0002-07-21T00:00:00Z;sin comentario;1;26.657;14-12-2017 8:57;1
2453;99;FRE;Z;20171214_090216.972 ;FREZ14-12-2017_09:02:13.333;1;2021-07-04 23:27:26.452 ;4Testing;2017-12-14T09:02:16.972Z;2017-12-14T09:02:17.662Z;0;0;0;274021;c;0002-07-21T00:00:00Z;sin comentario;1;27.823;14-12-2017 9:02;1
2454;99;FRE;Z;20171214_091748.322 ;FREZ14-12-2017_09:17:44.875;1;2021-07-04 23:27:26.453 ;4Testing;2017-12-14T09:17:48.322Z;2017-12-14T09:18:30.668Z;0;0;0;54572;c;0002-07-21T00:00:00Z;sin comentario;1;31.445;14-12-2017 9:17;1
2455;99;FRE;Z;20171214_091828.245 ;FREZ14-12-2017_09:18:02.804;1;2021-07-04 23:27:26.454 ;4Testing;2017-12-14T09:18:28.245Z;2017-12-14T09:18:30.675Z;0;0;0;-60405;c;0002-07-21T00:00:00Z;sin comentario;1;31.445;14-12-2017 9:18;1
2457;99;FRE;Z;20171214_091929.289 ;FREZ14-12-2017_09:18:38.814;1;2021-07-04 23:27:26.455 ;4Testing;2017-12-14T09:19:29.289Z;2017-12-14T09:19:29.559Z;0;0;0;134635;c;0002-07-21T00:00:00Z;sin comentario;1;77.175;14-12-2017 9:18;1
2458;99;FRE;Z;20171214_091953.275 ;FREZ14-12-2017_09:19:24.633;1;2021-07-04 23:27:26.457 ;4Testing;2017-12-14T09:19:53.275Z;2017-12-14T09:19:29.512Z;0;0;0;-30408;c;0002-07-21T00:00:00Z;sin comentario;1;77.175;14-12-2017 9:19;1
2459;99;CHS;Z;20171214_092007.117 ;CHSZ14-12-2017_09:19:27.113;1;2021-07-04 23:27:26.457 ;4Testing;2017-12-14T09:20:07.117Z;2017-12-14T09:19:31.252Z;0;0;0;-48049;c;0002-07-21T00:00:00Z;sin comentario;1;25.231;14-12-2017 9:19;1
2460;99;FRE;Z;20171214_092007.117 ;FREZ14-12-2017_09:20:04.252;1;2021-07-04 23:27:26.458 ;4Testing;2017-12-14T09:20:08.472Z;2017-12-14T09:20:08.832Z;0;0;0;91523;c;0002-07-21T00:00:00Z;sin comentario;1;57.244;14-12-2017 9:20;1
2462;99;NBL;Z;20171214_092007.117 ;NBLZ14-12-2017_09:19:26.943;1;2021-07-04 23:27:26.460 ;4Testing;2017-12-14T09:20:09.087Z;2017-12-14T09:19:31.022Z;0;0;0;-2.17;c;0002-07-21T00:00:00Z;sin comentario;1;20.946;14-12-2017 9:19;1
2463;99;FRE;Z;20171214_092120.969 ;FREZ14-12-2017_09:20:26.281;1;2021-07-04 23:27:26.461 ;4Testing;2017-12-14T09:21:20.969Z;2017-12-14T09:20:30.892Z;0;0;0;-69414;c;0002-07-21T00:00:00Z;sin comentario;1;49.345;14-12-2017 9:20;1
2464;99;FRE;Z;20171214_092204.608 ;FREZ14-12-2017_09:21:17.110;1;2021-07-04 23:27:26.461 ;4Testing;2017-12-14T09:22:04.608Z;2017-12-14T09:21:21.542Z;0;0;0;-19399;c;0002-07-21T00:00:00Z;sin comentario;1;22.601;14-12-2017 9:21;1
2465;99;FRE;Z;20171214_092720.989 ;FREZ14-12-2017_09:26:28.304;1;2021-07-04 23:27:26.462 ;4Testing;2017-12-14T09:27:20.989Z;2017-12-14T09:27:23.679Z;0;0;0;92479;c;0002-07-21T00:00:00Z;sin comentario;1;63.239;14-12-2017 9:26;1
2466;99;FRE;Z;20171214_095109.022 ;FREZ14-12-2017_09:51:04.555;1;2021-07-04 23:27:26.463 ;4Testing;2017-12-14T09:51:09.022Z;2017-12-14T09:51:10.462Z;0;0;0;373984;c;0002-07-21T00:00:00Z;sin comentario;1;80.243;14-12-2017 9:51;1
2467;99;NBL;Z;20171214_095109.022 ;NBLZ14-12-2017_09:51:09.675;1;2021-07-04 23:27:26.464 ;4Testing;2017-12-14T09:51:09.762Z;2017-12-14T09:51:14.032Z;0;0;0;174598;c;0002-07-21T00:00:00Z;sin comentario;1;26.382;14-12-2017 9:51;1
2468;99;CHS;Z;20171214_095145.997 ;CHSZ14-12-2017_09:51:06.465;1;2021-07-04 23:27:26.465 ;4Testing;2017-12-14T09:51:45.997Z;2017-12-14T09:51:10.812Z;0;0;0;-0.43164;c;0002-07-21T00:00:00Z;sin comentario;1;24.672;14-12-2017 9:51;1
2469;99;FRE;Z;20171214_100431.732 ;FREZ14-12-2017_10:04:27.689;1;2021-07-04 23:27:26.466 ;4Testing;2017-12-14T10:04:31.732Z;2017-12-14T10:04:32.592Z;0;0;0;37363;c;0002-07-21T00:00:00Z;sin comentario;1;65.481;14-12-2017 10:04;1
2470;99;CHS;Z;20171214_100431.732 ;CHSZ14-12-2017_10:04:29.369;1;2021-07-04 23:27:26.467 ;4Testing;2017-12-14T10:04:33.382Z;2017-12-14T10:04:33.792Z;0;0;0;60252;c;0002-07-21T00:00:00Z;sin comentario;1;31.215;14-12-2017 10:04;1
2471;99;FRE;Z;20171214_104126.822 ;FREZ14-12-2017_10:41:22.195;1;2021-07-04 23:27:26.467 ;4Testing;2017-12-14T10:41:26.822Z;2017-12-14T10:41:28.832Z;0;0;0;430849;c;0002-07-21T00:00:00Z;sin comentario;1;118.293;14-12-2017 10:42;1
2472;99;NBL;Z;20171214_104126.822 ;NBLZ14-12-2017_10:41:24.155;1;2021-07-04 23:27:26.468 ;4Testing;2017-12-14T10:41:27.322Z;2017-12-14T10:41:31.553Z;0;0;0;321346;c;0002-07-21T00:00:00Z;sin comentario;1;35.612;14-12-2017 10:41;1
2473;99;CHS;Z;20171214_104126.822 ;CHSZ14-12-2017_10:41:23.555;1;2021-07-04 23:27:26.469 ;4Testing;2017-12-14T10:41:27.462Z;2017-12-14T10:41:30.822Z;0;0;0;331762;c;0002-07-21T00:00:00Z;sin comentario;1;59.374;14-12-2017 10:41;1
2474;99;FRE;Z;20171214_104254.856 ;FREZ14-12-2017_10:42:19.494;1;2021-07-04 23:27:26.470 ;4Testing;2017-12-14T10:42:54.856Z;2017-12-14T10:43:09.298Z;0;0;0;45542;c;0002-07-21T00:00:00Z;sin comentario;1;80.842;14-12-2017 10:44;1
2476;99;FRE;Z;20171214_104520.028 ;FREZ14-12-2017_10:44:31.521;1;2021-07-04 23:27:26.471 ;4Testing;2017-12-14T10:45:20.028Z;2017-12-14T10:44:32.491Z;0;0;0;-51635;c;0002-07-21T00:00:00Z;sin comentario;1;27.871;14-12-2017 10:44;1
2477;99;FRE;Z;20171214_104608.978 ;FREZ14-12-2017_10:45:24.590;1;2021-07-04 23:27:26.472 ;4Testing;2017-12-14T10:46:08.978Z;2017-12-14T10:45:28.692Z;0;0;0;-3.3;c;0002-07-21T00:00:00Z;sin comentario;1;19.699;14-12-2017 10:45;1
2478;99;NBL;Z;20171214_105013.912 ;NBLZ14-12-2017_10:50:12.404;1;2021-07-04 23:27:26.473 ;4Testing;2017-12-14T10:50:13.912Z;2017-12-14T10:50:16.892Z;0;0;0;43408;c;0002-07-21T00:00:00Z;sin comentario;1;26.403;14-12-2017 10:50;1
2479;99;CHS;Z;20171214_105013.912 ;CHSZ14-12-2017_10:50:10.914;1;2021-07-04 23:27:26.474 ;4Testing;2017-12-14T10:50:14.182Z;2017-12-14T10:50:14.822Z;0;0;0;30954;c;0002-07-21T00:00:00Z;sin comentario;1;24.897;14-12-2017 10:50;1
2480;99;FRE;Z;20171214_105040.292 ;FREZ14-12-2017_10:50:35.554;1;2021-07-04 23:27:26.475 ;4Testing;2017-12-14T10:50:40.292Z;2017-12-14T10:51:14.397Z;0;0;0;28643;c;0002-07-21T00:00:00Z;sin comentario;1;4.839;14-12-2017 10:51;1
2481;99;FRE;Z;20171214_105040.292 ;FREZ14-12-2017_10:50:07.914;1;2021-07-04 23:27:26.476 ;4Testing;2017-12-14T10:50:40.296Z;2017-12-14T10:50:14.052Z;0;0;0;-57185;c;0002-07-21T00:00:00Z;sin comentario;1;43.803;14-12-2017 10:50;1
2482;99;FRE;Z;20171214_105226.929 ;FREZ14-12-2017_10:51:33.473;1;2021-07-04 23:27:26.476 ;4Testing;2017-12-14T10:52:26.929Z;2017-12-14T10:51:55.204Z;0;0;0;-0.31245;c;0002-07-21T00:00:00Z;sin comentario;1;26.209;14-12-2017 10:52;1
2483;99;FRE;Z;20171214_105738.742 ;FREZ14-12-2017_10:57:34.845;1;2021-07-04 23:27:26.477 ;4Testing;2017-12-14T10:57:38.742Z;2017-12-14T10:57:39.672Z;0;0;0;323431;c;0002-07-21T00:00:00Z;sin comentario;1;32.575;14-12-2017 10:57;1
2484;99;FRE;Z;20171214_105955.232 ;FREZ14-12-2017_10:59:51.283;1;2021-07-04 23:27:26.478 ;4Testing;2017-12-14T10:59:55.232Z;2017-12-14T10:59:57.262Z;0;0;0;210585;c;0002-07-21T00:00:00Z;sin comentario;1;38.591;14-12-2017 11:00;1
2485;99;FRE;Z;20171214_112058.346 ;FREZ14-12-2017_11:20:24.528;1;2021-07-04 23:27:26.479 ;4Testing;2017-12-14T11:20:58.346Z;2017-12-14T11:20:27.302Z;0;0;0;-0.16478;c;0002-07-21T00:00:00Z;sin comentario;1;19.519;14-12-2017 11:20;1
2486;99;FRE;Z;20171214_112231.677 ;FREZ14-12-2017_11:21:53.606;1;2021-07-04 23:27:26.480 ;4Testing;2017-12-14T11:22:31.677Z;2017-12-14T11:21:58.372Z;0;0;0;-99909;c;0002-07-21T00:00:00Z;sin comentario;1;28.716;14-12-2017 11:22;1
2487;99;SHG;Z;20171214_114241.772 ;SHGZ14-12-2017_11:42:39.962;1;2021-07-04 23:27:26.480 ;4Testing;2017-12-14T11:42:41.772Z;2017-12-14T11:43:10.676Z;0;0;0;311242;c;0002-07-21T00:00:00Z;sin comentario;1;76.976;14-12-2017 11:42;1
2488;99;FRE;Z;20171214_114305.492 ;FREZ14-12-2017_11:43:00.711;1;2021-07-04 23:27:26.481 ;4Testing;2017-12-14T11:43:05.492Z;2017-12-14T11:43:16.123Z;0;0;0;19807;c;0002-07-21T00:00:00Z;sin comentario;1;42.076;14-12-2017 11:43;1
2489;99;SHG;Z;20171214_114305.492 ;SHGZ14-12-2017_11:43:01.341;1;2021-07-04 23:27:26.482 ;4Testing;2017-12-14T11:43:05.782Z;2017-12-14T11:43:10.663Z;0;0;0;22209;c;0002-07-21T00:00:00Z;sin comentario;1;76.976;14-12-2017 11:43;1
2490;99;FU2;Z;20171214_114310.542 ;FU2Z14-12-2017_11:43:06.751;1;2021-07-04 23:27:26.483 ;4Testing;2017-12-14T11:43:10.542Z;2017-12-14T11:43:12.322Z;0;0;0;-36348;c;0002-07-21T00:00:00Z;sin comentario;1;28.622;14-12-2017 11:43;1
2491;99;FRE;Z;20171214_114650.512 ;FREZ14-12-2017_11:46:46.567;1;2021-07-04 23:27:26.484 ;4Testing;2017-12-14T11:46:50.512Z;2017-12-14T11:46:55.493Z;0;0;0;122017;c;0002-07-21T00:00:00Z;sin comentario;1;37.378;14-12-2017 11:47;1
2492;99;FRE;Z;20171214_114650.512 ;FREZ14-12-2017_11:46:32.157;1;2021-07-04 23:27:26.484 ;4Testing;2017-12-14T11:46:50.534Z;2017-12-14T11:46:55.495Z;0;0;0;-18104;c;0002-07-21T00:00:00Z;sin comentario;1;37.378;14-12-2017 11:46;1
2493;99;SHG;Z;20171214_114650.512 ;SHGZ14-12-2017_11:46:50.867;1;2021-07-04 23:27:26.485 ;4Testing;2017-12-14T11:46:51.202Z;2017-12-14T11:46:55.532Z;0;0;0;82648;c;0002-07-21T00:00:00Z;sin comentario;1;25.977;14-12-2017 11:47;1
2494;99;FRE;Z;20171214_115133.182 ;FREZ14-12-2017_11:51:29.611;1;2021-07-04 23:27:26.486 ;4Testing;2017-12-14T11:51:33.182Z;2017-12-14T11:51:34.062Z;0;0;0;4699;c;0002-07-21T00:00:00Z;sin comentario;1;20.457;14-12-2017 11:51;1
2495;99;FRE;Z;20171214_120021.469 ;FREZ14-12-2017_11:59:26.482;1;2021-07-04 23:27:26.487 ;4Testing;2017-12-14T12:00:21.469Z;2017-12-14T11:59:30.932Z;0;0;0;-35859;c;0002-07-21T00:00:00Z;sin comentario;1;2.576;14-12-2017 11:59;1
2496;99;FRE;Z;20171214_120135.413 ;FREZ14-12-2017_12:01:20.659;1;2021-07-04 23:27:26.488 ;4Testing;2017-12-14T12:01:35.413Z;2017-12-14T12:01:44.795Z;0;0;0;74274;c;0002-07-21T00:00:00Z;sin comentario;1;55.423;14-12-2017 12:03;1
2497;99;SHG;Z;20171214_120150.623 ;SHGZ14-12-2017_12:01:38.139;1;2021-07-04 23:27:26.489 ;4Testing;2017-12-14T12:01:50.623Z;2017-12-14T12:01:55.234Z;0;0;0;-50146;c;0002-07-21T00:00:00Z;sin comentario;1;44.575;14-12-2017 12:02;1
2498;99;SHG;Z;20171214_120251.433 ;SHGZ14-12-2017_12:02:37.528;1;2021-07-04 23:27:26.490 ;4Testing;2017-12-14T12:02:51.433Z;2017-12-14T12:02:44.652Z;0;0;0;-10251;c;0002-07-21T00:00:00Z;sin comentario;1;19.131;14-12-2017 12:02;1
2499;99;SHG;Z;20171214_120708.808 ;SHGZ14-12-2017_12:06:20.513;1;2021-07-04 23:27:26.490 ;4Testing;2017-12-14T12:07:08.808Z;2017-12-14T12:06:22.902Z;0;0;0;-0.17283;c;0002-07-21T00:00:00Z;sin comentario;1;26.532;14-12-2017 12:06;1
2500;99;FRE;Z;20171214_123508.052 ;FREZ14-12-2017_12:35:04.679;1;2021-07-04 23:27:26.491 ;4Testing;2017-12-14T12:35:08.052Z;2017-12-14T12:35:08.972Z;0;0;0;113272;c;0002-07-21T00:00:00Z;sin comentario;1;26.805;14-12-2017 12:35;1
2501;99;SHG;Z;20171214_123556.108 ;SHGZ14-12-2017_12:35:07.529;1;2021-07-04 23:27:26.492 ;4Testing;2017-12-14T12:35:56.108Z;2017-12-14T12:35:12.062Z;0;0;0;-0.03457;c;0002-07-21T00:00:00Z;sin comentario;1;35.174;14-12-2017 12:35;1
2502;99;FRE;Z;20171214_124026.475 ;FREZ14-12-2017_12:39:58.053;1;2021-07-04 23:27:26.493 ;4Testing;2017-12-14T12:40:26.475Z;2017-12-14T12:40:30.186Z;0;0;0;56468;c;0002-07-21T00:00:00Z;sin comentario;1;32.213;14-12-2017 12:40;1
2503;99;FRE;Z;20171214_124026.475 ;FREZ14-12-2017_12:40:25.503;1;2021-07-04 23:27:26.494 ;4Testing;2017-12-14T12:40:30.372Z;2017-12-14T12:41:03.727Z;0;0;0;81423;c;0002-07-21T00:00:00Z;sin comentario;1;37.677;14-12-2017 12:41;1
2504;99;SHG;Z;20171214_124053.803 ;SHGZ14-12-2017_12:40:42.512;1;2021-07-04 23:27:26.494 ;4Testing;2017-12-14T12:40:53.803Z;2017-12-14T12:41:16.646Z;0;0;0;-8.68;c;0002-07-21T00:00:00Z;sin comentario;1;26.935;14-12-2017 12:40;1
2506;99;SHG;Z;20171214_124107.042 ;SHGZ14-12-2017_12:41:03.612;1;2021-07-04 23:27:26.496 ;4Testing;2017-12-14T12:41:07.042Z;2017-12-14T12:41:16.683Z;0;0;0;-117663;c;0002-07-21T00:00:00Z;sin comentario;1;26.935;14-12-2017 12:41;1
2507;99;FRE;Z;20171214_124234.469 ;FREZ14-12-2017_12:41:40.571;1;2021-07-04 23:27:26.497 ;4Testing;2017-12-14T12:42:34.469Z;2017-12-14T12:41:46.562Z;0;0;0;-44173;c;0002-07-21T00:00:00Z;sin comentario;1;24.326;14-12-2017 12:41;1
2508;99;FRE;Z;20171214_124323.427 ;FREZ14-12-2017_12:42:43.280;1;2021-07-04 23:27:26.498 ;4Testing;2017-12-14T12:43:23.427Z;2017-12-14T12:42:47.762Z;0;0;0;-103491;c;0002-07-21T00:00:00Z;sin comentario;1;24.549;14-12-2017 12:42;1
2509;99;FRE;Z;20171214_130648.982 ;FREZ14-12-2017_13:06:45.101;1;2021-07-04 23:27:26.499 ;4Testing;2017-12-14T13:06:48.982Z;2017-12-14T13:06:49.442Z;0;0;0;145824;c;0002-07-21T00:00:00Z;sin comentario;1;2.556;14-12-2017 13:06;1
2510;99;SHG;Z;20171214_130648.982 ;SHGZ14-12-2017_13:06:45.461;1;2021-07-04 23:27:26.499 ;4Testing;2017-12-14T13:06:49.172Z;2017-12-14T13:06:49.742Z;0;0;0;158056;c;0002-07-21T00:00:00Z;sin comentario;1;30.688;14-12-2017 13:06;1
2511;99;FRE;Z;20171214_130942.022 ;FREZ14-12-2017_13:09:38.018;1;2021-07-04 23:27:26.500 ;4Testing;2017-12-14T13:09:42.022Z;2017-12-14T13:09:42.002Z;0;0;0;5389;c;0002-07-21T00:00:00Z;sin comentario;1;27.053;14-12-2017 13:09;1
2512;99;SHG;Z;20171214_130942.022 ;SHGZ14-12-2017_13:09:37.558;1;2021-07-04 23:27:26.501 ;4Testing;2017-12-14T13:09:42.342Z;2017-12-14T13:09:42.752Z;0;0;0;166717;c;0002-07-21T00:00:00Z;sin comentario;1;116.688;14-12-2017 13:09;1
2513;99;FRE;Z;20171214_131758.582 ;FREZ14-12-2017_13:17:54.068;1;2021-07-04 23:27:26.502 ;4Testing;2017-12-14T13:17:58.582Z;2017-12-14T13:17:59.432Z;0;0;0;136422;c;0002-07-21T00:00:00Z;sin comentario;1;60.669;14-12-2017 13:18;1
2514;99;SHG;Z;20171214_131758.582 ;SHGZ14-12-2017_13:17:56.098;1;2021-07-04 23:27:26.503 ;4Testing;2017-12-14T13:17:58.812Z;2017-12-14T13:18:01.602Z;0;0;0;89726;c;0002-07-21T00:00:00Z;sin comentario;1;33.741;14-12-2017 13:18;1
2515;99;FRE;Z;20171214_134113.442 ;FREZ14-12-2017_13:41:09.690;1;2021-07-04 23:27:26.503 ;4Testing;2017-12-14T13:41:13.442Z;2017-12-14T13:41:14.352Z;0;0;0;46111;c;0002-07-21T00:00:00Z;sin comentario;1;19.909;14-12-2017 13:41;1
2516;99;SHG;Z;20171214_134113.442 ;SHGZ14-12-2017_13:41:11.500;1;2021-07-04 23:27:26.504 ;4Testing;2017-12-14T13:41:13.662Z;2017-12-14T13:41:16.012Z;0;0;0;110694;c;0002-07-21T00:00:00Z;sin comentario;1;25.225;14-12-2017 13:41;1
2517;99;SHG;Z;20171214_134409.552 ;SHGZ14-12-2017_13:44:07.087;1;2021-07-04 23:27:26.505 ;4Testing;2017-12-14T13:44:09.552Z;2017-12-14T13:44:11.692Z;0;0;0;141921;c;0002-07-21T00:00:00Z;sin comentario;1;28.258;14-12-2017 13:44;1
2518;99;CHS;Z;20171214_134409.552 ;CHSZ14-12-2017_13:44:06.187;1;2021-07-04 23:27:26.506 ;4Testing;2017-12-14T13:44:10.562Z;2017-12-14T13:44:10.812Z;0;0;0;106285;c;0002-07-21T00:00:00Z;sin comentario;1;27.374;14-12-2017 13:44;1
2519;99;FU2;Z;20171214_134409.552 ;FU2Z14-12-2017_13:44:06.967;1;2021-07-04 23:27:26.507 ;4Testing;2017-12-14T13:44:10.902Z;2017-12-14T13:44:11.542Z;0;0;0;190435;c;0002-07-21T00:00:00Z;sin comentario;1;29.344;14-12-2017 13:44;1
2520;99;SHG;Z;20171214_140329.772 ;SHGZ14-12-2017_14:03:25.454;1;2021-07-04 23:27:26.508 ;4Testing;2017-12-14T14:03:29.772Z;2017-12-14T14:03:32.232Z;0;0;0;386612;c;0002-07-21T00:00:00Z;sin comentario;1;97.758;14-12-2017 14:05;1
2522;99;CHS;Z;20171214_140329.772 ;CHSZ14-12-2017_14:03:26.814;1;2021-07-04 23:27:26.510 ;4Testing;2017-12-14T14:03:30.332Z;2017-12-14T14:03:33.392Z;0;0;0;308082;c;0002-07-21T00:00:00Z;sin comentario;1;56.712;14-12-2017 14:04;1
2524;99;NBL;Z;20171214_140329.772 ;NBLZ14-12-2017_14:03:27.224;1;2021-07-04 23:27:26.511 ;4Testing;2017-12-14T14:03:30.862Z;2017-12-14T14:03:32.913Z;0;0;0;319941;c;0002-07-21T00:00:00Z;sin comentario;1;35.641;14-12-2017 14:03;1
2525;99;FRE;Z;20171214_140329.772 ;FREZ14-12-2017_14:03:26.064;1;2021-07-04 23:27:26.512 ;4Testing;2017-12-14T14:03:31.032Z;2017-12-14T14:03:54.585Z;0;0;0;232247;c;0002-07-21T00:00:00Z;sin comentario;1;152.103;14-12-2017 14:05;1
2526;99;NBL;Z;20171214_140412.272 ;NBLZ14-12-2017_14:04:08.783;1;2021-07-04 23:27:26.513 ;4Testing;2017-12-14T14:04:12.272Z;2017-12-14T14:04:15.823Z;0;0;0;-61658;c;0002-07-21T00:00:00Z;sin comentario;1;26.522;14-12-2017 14:04;1
2527;99;NBL;Z;20171214_140412.272 ;NBLZ14-12-2017_14:03:47.643;1;2021-07-04 23:27:26.514 ;4Testing;2017-12-14T14:04:12.275Z;2017-12-14T14:03:56.142Z;0;0;0;-30502;c;0002-07-21T00:00:00Z;sin comentario;1;2.747;14-12-2017 14:04;1
2528;99;CHS;Z;20171214_140444.596 ;CHSZ14-12-2017_14:04:11.283;1;2021-07-04 23:27:26.514 ;4Testing;2017-12-14T14:04:44.596Z;2017-12-14T14:04:12.621Z;0;0;0;-184325;c;0002-07-21T00:00:00Z;sin comentario;1;19.218;14-12-2017 14:04;1
2529;99;SHG;Z;20171214_140547.567 ;SHGZ14-12-2017_14:05:05.152;1;2021-07-04 23:27:26.515 ;4Testing;2017-12-14T14:05:47.567Z;2017-12-14T14:05:04.611Z;0;0;0;-0.065029;c;0002-07-21T00:00:00Z;sin comentario;1;20.687;14-12-2017 14:05;1
2530;99;FRE;Z;20171214_140739.677 ;FREZ14-12-2017_14:06:57.750;1;2021-07-04 23:27:26.516 ;4Testing;2017-12-14T14:07:39.677Z;2017-12-14T14:07:02.712Z;0;0;0;-41484;c;0002-07-21T00:00:00Z;sin comentario;1;28.858;14-12-2017 14:07;1
2531;99;FRE;Z;20171214_140820.532 ;FREZ14-12-2017_14:08:16.058;1;2021-07-04 23:27:26.517 ;4Testing;2017-12-14T14:08:20.532Z;2017-12-14T14:08:20.752Z;0;0;0;-23217;c;0002-07-21T00:00:00Z;sin comentario;1;26.317;14-12-2017 14:08;1
2532;99;SHG;Z;20171214_140858.498 ;SHGZ14-12-2017_14:08:16.898;1;2021-07-04 23:27:26.517 ;4Testing;2017-12-14T14:08:58.498Z;2017-12-14T14:08:21.403Z;0;0;0;-0.63671;c;0002-07-21T00:00:00Z;sin comentario;1;22.518;14-12-2017 14:08;1
2533;99;FRE;Z;20171214_140934.872 ;FREZ14-12-2017_14:09:29.807;1;2021-07-04 23:27:26.518 ;4Testing;2017-12-14T14:09:34.872Z;2017-12-14T14:09:40.843Z;0;0;0;44831;c;0002-07-21T00:00:00Z;sin comentario;1;66.635;14-12-2017 14:09;1
2534;99;SHG;Z;20171214_141024.339 ;SHGZ14-12-2017_14:09:29.427;1;2021-07-04 23:27:26.519 ;4Testing;2017-12-14T14:10:24.339Z;2017-12-14T14:09:44.154Z;0;0;0;-0.026264;c;0002-07-21T00:00:00Z;sin comentario;1;43.006;14-12-2017 14:09;1
2535;99;FRE;Z;20171214_142508.987 ;FREZ14-12-2017_14:24:27.309;1;2021-07-04 23:27:26.520 ;4Testing;2017-12-14T14:25:08.987Z;2017-12-14T14:25:08.677Z;0;0;0;26339;c;0002-07-21T00:00:00Z;sin comentario;1;51.419;14-12-2017 14:24;1
2536;99;FRE;Z;20171214_144319.822 ;FREZ14-12-2017_14:43:15.496;1;2021-07-04 23:27:26.521 ;4Testing;2017-12-14T14:43:19.822Z;2017-12-14T14:43:40.695Z;0;0;0;0.85786;c;0002-07-21T00:00:00Z;sin comentario;1;29.355;14-12-2017 14:44;1
2537;99;SHG;Z;20171214_144410.686 ;SHGZ14-12-2017_14:43:37.966;1;2021-07-04 23:27:26.521 ;4Testing;2017-12-14T14:44:10.686Z;2017-12-14T14:43:37.901Z;0;0;0;-22787;c;0002-07-21T00:00:00Z;sin comentario;1;20.853;14-12-2017 14:43;1
2538;99;FRE;Z;20171214_144914.442 ;FREZ14-12-2017_14:49:09.779;1;2021-07-04 23:27:26.522 ;4Testing;2017-12-14T14:49:14.442Z;2017-12-14T14:50:04.169Z;0;0;0;222417;c;0002-07-21T00:00:00Z;sin comentario;1;89.499;14-12-2017 14:49;1
2539;99;SHG;Z;20171214_144914.442 ;SHGZ14-12-2017_14:49:11.399;1;2021-07-04 23:27:26.523 ;4Testing;2017-12-14T14:49:14.442Z;2017-12-14T14:49:58.988Z;0;0;0;208591;c;0002-07-21T00:00:00Z;sin comentario;1;65.608;14-12-2017 14:49;1
2540;99;FRE;Z;20171214_144940.122 ;FREZ14-12-2017_14:49:35.769;1;2021-07-04 23:27:26.524 ;4Testing;2017-12-14T14:49:40.122Z;2017-12-14T14:49:59.325Z;0;0;0;124552;c;0002-07-21T00:00:00Z;sin comentario;1;89.499;14-12-2017 14:50;1
2541;99;SHG;Z;20171214_144946.152 ;SHGZ14-12-2017_14:49:42.309;1;2021-07-04 23:27:26.524 ;4Testing;2017-12-14T14:49:46.152Z;2017-12-14T14:49:58.974Z;0;0;0;56238;c;0002-07-21T00:00:00Z;sin comentario;1;65.608;14-12-2017 14:50;1
2542;99;CHS;Z;20171214_145015.015 ;CHSZ14-12-2017_14:49:50.688;1;2021-07-04 23:27:26.525 ;4Testing;2017-12-14T14:50:15.015Z;2017-12-14T14:49:51.551Z;0;0;0;-44073;c;0002-07-21T00:00:00Z;sin comentario;1;20.074;14-12-2017 14:49;1
2543;99;FRE;Z;20171214_145159.084 ;FREZ14-12-2017_14:51:37.326;1;2021-07-04 23:27:26.526 ;4Testing;2017-12-14T14:51:59.084Z;2017-12-14T14:51:39.352Z;0;0;0;-36487;c;0002-07-21T00:00:00Z;sin comentario;1;23.978;14-12-2017 14:51;1
2544;99;FRE;Z;20171214_151554.097 ;FREZ14-12-2017_15:15:17.578;1;2021-07-04 23:27:26.527 ;4Testing;2017-12-14T15:15:54.097Z;2017-12-14T15:15:18.491Z;0;0;0;-36055;c;0002-07-21T00:00:00Z;sin comentario;1;21.214;14-12-2017 15:15;1
2545;99;FRE;Z;20171214_151724.134 ;FREZ14-12-2017_15:17:06.866;1;2021-07-04 23:27:26.528 ;4Testing;2017-12-14T15:17:24.134Z;2017-12-14T15:17:37.746Z;0;0;0;-9598;c;0002-07-21T00:00:00Z;sin comentario;1;30.309;14-12-2017 15:17;1
